client,id,name,type,type_id,status,primary_email,primary_contact_name,all_emails,website,additional_notes,address_raw,address_line1,address_city,address_region,address_country,address_postal,documents_count,non_responsive_since,last_message_sent,external_codes,automations_enabled,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",69fded0c62446148bd848b1a,Actuarial Resources Corporation (ARC),69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-09,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b1d,"Adams Cable Equipment, Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,9700 Widmer Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-18,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b20,Adare Pharma Solutions,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-04,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b23,"ADI (Ademco Distribution, Inc.) / Honeywell International, Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,275 Broadhollow Road,Melville,New York,United States,11747,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-04,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b26,"Advanced Auto / Advanced Stores Co., Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,4401 East Truman Road,Kansas City,Missouri,United States,64127,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b29,Advanced Pharmaceuticals LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,8071 Flint Street,Lenexa,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b2c,Advanced Turf Solutions Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,12955 Ford Drive,Fishers,Indiana,United States,46038,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-07-28,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b2f,"Daymon / Advantage Sales & Marketing, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0c62446148bd848b32,Advocate Construction Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,827 North Avenue,Glendale Heights,Illinois,United States,60139,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-21,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b35,"Aircraft Electrical / AEE-EMF, Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,102 Northwest Business Park Lane,Riverside,Missouri,United States,64150,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-04,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b3b,Agape Montessori School/Pulliam Properties LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,16551 West 129th Street,Olathe,Kansas,United States,66062,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-10,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b3e,AgForce Transport Services / Consolidated Grain and Barge Co.,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,5101 College Boulevard,Leawood,Kansas,United States,66211,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-18,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b41,AGI SureTrack LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,8040 Bond Street,Overland Park,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b44,All Access Garage Doors,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,Platte City,Missouri,United States,64079,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-07-20,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b47,All Copy Products Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1635 West 13th Avenue,Denver,Colorado,United States,80204,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b4a,Allergy & Asthma Care,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,10787 Nall Avenue,Overland Park,Kansas,United States,66211,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-08-14,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b4d,Allstate Insurance,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,12755 South Mur-Len Road,Olathe,Kansas,United States,66062,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-24,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b50,Allure Hair Studio / Alisha N. Bauer,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,18005 East 30th Terrace Court South,Independence,Missouri,United States,64057,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b53,"Altium Healthcare, Inc (fka Tri State Distribution)",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,Spencer,Tennessee,United States,38585,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b56,"Amazon / Amazon.com Services, LLC (MCI5)",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,410 Terry Avenue North,Seattle,Washington,United States,98109,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-04,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b59,"Hamilton Plumbing / Roger The Plumber / American Residential Services, LLC (ARS)",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,965 Ridge Lake Boulevard,Memphis,Tennessee,United States,38120,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-21,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b5c,"Earth Brands, Inc. subtenant of  American West Worldwide Express, Inc. / Renew",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,51 Zaca Lane,San Luis Obispo,California,United States,93401,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b5f,"Ameriprise Financial / Ameriprise Holdings, Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,Minneapolis,Minnesota,United States,55485,,,,,,2026-05-08,2026-07-27,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b62,"AMSCO Supply / Flegler Investment Co., Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,2021 South Lewis Avenue,Tulsa,Oklahoma,United States,74104,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-17,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b65,Amsted Rail Company Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,10902 Strang Line Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-15,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b68,AN Cubed Marketing LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,archived,,,,,,,,,,,,,,,,,2026-05-08,2026-07-02,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b6b,Anixter Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,167 North Green Street,Chicago,Illinois,United States,60607,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-08-11,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b6e,Puppy Love Grooming / Anntippia Young,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1454 Southwest Eagles Parkway,Grain Valley,Missouri,United States,64029,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b71,Anthony's Barber Shop / Anthony Vasquez,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1312 East North Avenue,Belton,Missouri,United States,64012,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b74,LaborMax Staffing / Anytime Labor - KC Metro,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,Kearney,Missouri,United States,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b77,"Apex Products, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,8333 Melrose Drive,Lenexa,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-07-27,2026-09-24
"Block Real Estate Services, LLC",69fded0d62446148bd848b7a,"ApexSite Cleaning, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,8542 Grandview Avenue,Overland Park,Kansas,United States,66212,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b7d,"APLOS, Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1042 Catalonia Avenue,Coral Gables,Florida,United States,33134,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b80,"Applebee's Bar & Grill / Apple Central, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,170 Mason Street,Greenwich,Connecticut,United States,06830,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-15,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b83,Applied Industrial Technologies Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,Cleveland,Ohio,United States,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-07,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b86,ARC Physical Therapy Plus,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1300 West Sam Houston Parkway South,Houston,Texas,United States,77042,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b89,Archway Technology LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b8c,ARJ Infusion Services,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,7930 Marshall Drive,Lenexa,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b8f,Arrowhead Forensics,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,11006 Strang Line Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-21,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b92,Arthur J Gallagher Risk Management Services Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-21,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b95,Ashley Nelson Studios,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,7606 West 86th Street,Overland Park,Kansas,United States,66212,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b98,Aspen Properties Group,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848b9b,Aspire Wealth Management LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,7400 West 130th Street,Overland Park,Kansas,United States,66213,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-23,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848ba1,Asurion LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,648 Grassmere Park,Nashville,Tennessee,United States,37211,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-08-19,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848ba4,Asurion UBIF,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-07-27,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848ba7,"Athletico Physical Therapy / Athletico Management, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,6055 Primacy Parkway,Memphis,Tennessee,United States,38119,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848baa,Auction Merchandise of KC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,7150 Southeast Rhodus Road,Lawson,Missouri,United States,64062,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-21,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bad,Recognition Plus Audio Video Graphics,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,17501 East 40th Street,Independence,Missouri,United States,64055,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-11,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bb0,AVI-SPL LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bb3,Axiom Strategies LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,800 West 47th Street,Kansas City,Missouri,United States,64112,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-16,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bb6,AXIS Capital / AXIS Reinsurance Company,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bb9,"Pet Supplies Plus / B&B Pet Products, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,770 West Bedford Euless Road,Hurst,Texas,United States,76053,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bbc,Bachelor Controls Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,123 North Washington Street,Sabetha,Kansas,United States,66534,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-23,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bbf,Baking With A Bass / Kayla Bass,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1428 Southwest Eagles Parkway,Grain Valley,Missouri,United States,64029,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-07-28,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bc2,Bank of America,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,525 North Tryon Street,Charlotte,North Carolina,United States,28202,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-08-12,2026-09-24
"Block Real Estate Services, LLC",69fded0e62446148bd848bc5,Bankers Life and Casualty Company,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,111 East Wacker Drive,Chicago,Illinois,United States,60601,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bcb,"Banner Logistics, Inc",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1600 Vernon Street,North Kansas City,Missouri,United States,64116,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-08-12,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bce,"Saturday Morning Bazaar / Bazaar Collectibles, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,archived,,,,,,,8600 East 55th Street,Kansas City,Missouri,United States,64129,,,,,,2026-05-08,2026-07-02,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bd4,Costa Vida Fresh Mexican Grill / BB Magical Fruit,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,SE M 291 Hwy,Lee's Summit,Missouri,United States,64082,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-25,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bd7,BDM Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,246 Northwest Plaza Drive,Riverside,Missouri,United States,64150,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-18,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bda,Bella's Italian Restaurant Inc,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,617 Southeast Battery Drive,Lee's Summit,Missouri,United States,64063,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-24,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bdd,"Pepper Jax Grill / Belton North Cass, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-08-26,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848be0,Beltone Hearing Aid Center,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,1415 West Highway 50,O'Fallon,Illinois,United States,62269,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-08-31,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848be3,"Best Wash Laundromats / Best Wash Holdings, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,3600 North Lindbergh Boulevard,Saint Ann,Missouri,United States,63074,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bec,Sarpino's / BHPS Restaurant Group LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bef,"CEVA Animal Health, LLC / Bioimmune Company",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,8735 Rosehill Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bf2,Bird Dog Shaved Ice (Vacant but still leasing),69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,archived,,,,,,,1400 Southwest Eagles Parkway,Grain Valley,Missouri,United States,64029,,,,,,2026-05-08,2026-09-03,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bf8,Block Multi-Family Group,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848bfb,"Block Real Estate Services, LLC / Block Partners, LLC",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848c01,BluSky Restoration Contractors LLC,69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-09-11,2026-09-24
"Block Real Estate Services, LLC",69fded0f62446148bd848c04,"BluSky Salon Suites, Inc.",69bc0d686bc195aa02a7e3b0,69bc0d686bc195aa02a7e372,active,,,,,,,29621 Ashmore Way,Spring Hill,Kansas,United States,66083,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-09-22,2026-09-24
