client,request_id,request_name,vendor_id,vendor_name,context_id,context_name,field_id,field_name,field_type,value,option_id,sync_date
"Block Real Estate Services, LLC",69fdf74a62446148bd854b11,Insurance Request,69fded1762446148bd848e8c,Great Clips / Iris Corporation,69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1630 S. MO 7 Highway, Blue Springs, MO, 64014",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b13,Insurance Request,69fded2162446148bd8491a1,"Spirit Haven / SSB, LLC",69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1618-1622 S. MO 7 Highway, Blue Springs, MO, 64014",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b14,Insurance Request,69fded2162446148bd8491b6,Creative Nails / Steven Lam & Bang Nguyen,69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1602-1610 S. MO 7 Highway, Blue Springs, MO, 64014",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b10,Insurance Request,69fded1262446148bd848cee,"Dark Horse Coffee / Dark Horse Collective, LLC",69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1702 S. MO 7 Highway, Blue Springs, MO, 64014",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b12,Insurance Request,69fded1e62446148bd849096,"Pizza Hut of America, Inc.",69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1626 S. MO 7 Highway, Blue Springs, MO, 64014",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b16,Insurance Request,69fded2562446148bd8492d0,"The Zen Den Massage / Calm Seas, LLC",69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1718 S. MO 7 Highway, Blue Springs, MO, 64014",,2026-07-12
"Block Real Estate Services, LLC",6a199d7ef4ee7eaade978fa3,Insurance Request,6a199d6fabae685b1c514ece,CB Smoothie Supps LLC,69fdef0303a2257cd27d83e8,3rd074 - Keystone Plaza Shopping Center {Larbre Family Trust},69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,1614 S. MO 7 Highway Blue Springs MO 64014,,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b17,Insurance Request,69fded1b62446148bd848fc4,"Mindful Child Wellness + Aeriel Yoga, LLC",69fdef0802bb2c42a879cab4,"3rd075 - State Line 75 {State Line 75, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"7510-A, 7510-B State Line Road, Prairie Village, KS, 66208",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b1a,Insurance Request,69fded1d62446148bd84903f,"OUTFRONT Media, LLC / Gannett Outdoor Co., Inc.",69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"Outdoor space on Wornall Road, Kansas City, MO, 64114",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b18,Insurance Request,69fded1c62446148bd849027,OMB Bank,69fdef0802bb2c42a879cab4,"3rd075 - State Line 75 {State Line 75, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"7500 State Line Road, Prairie Village, KS, 66208",,2026-07-12
"Block Real Estate Services, LLC",6a16fbc62c0af08c023ab6af,Insurance Request,6a16fbaf1814afc0f5360986,"Dr. Robert Browne, DDS",69fdef0802bb2c42a879cab4,"3rd075 - State Line 75 {State Line 75, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"7510-C State Line Road, Prairie Village, KS, 66208",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b1d,Insurance Request,69fded2562446148bd8492d3,Yia Yias Tattoo Parlor LLC,69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"8439 Wornall Road, Kansas City, MO, 64114",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b19,Insurance Request,69fded0c62446148bd848b02,24 Hour Check Cashing,69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"8437 Wornall Road, Kansas City, MO, 64114",,2026-07-12
"Block Real Estate Services, LLC",69fdf74a62446148bd854b1b,Insurance Request,69fded2462446148bd84929d,"Mike's Liquor / Waldo Spirits, Inc.",69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"8441, 8447 Wornall Road, Kansas City, MO, 64114",,2026-07-12
"Block Real Estate Services, LLC",6a16fdd132d89b0ceba8097d,Insurance Request,6a16fd4062a03ce510d12d9b,"Liberda Consulting, LLC",69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"1/2 of 8435(A) Wornall Road, Kansas City, MO, 64114",,2026-07-12
"Block Real Estate Services, LLC",6a19b8bd42ed595e4baf76b9,Insurance Request,6a19b8b18805769e5038a2ed,Savor Strategy,69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"8431, 8433, 1/2 of 8435(B) Wornall Road, Kansas City, MO, 64114",,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c446,Insurance Request,69fded0c62446148bd848af9,"1&1 Internet / IONOS, Inc.",69fdf1e402bb2c42a87a8a64,"tic765 - College Crossing C {College Crossing CD, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,10936-10950 Strang Line Road Lenexa KS 66215,,2026-07-12
"Block Real Estate Services, LLC",6a46aa6469f1b5416f79aec5,Insurance Request,6a46a9fb881712769bd59550,"Jade & Ember Munchery / Savor Strategy Group, LLC",69fdef0c3b208288e0a796fa,"3rd093 - 85th & Wornall Retail {Tower Bridge Investements, LLC} (fka St. John Development)",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"8431, 8433, 1/2 of 8435(B) Wornall Road, Kansas City, MO 64114",,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c449,Insurance Request,69fded1162446148bd848cac,CORE Cashless LLC,69fdf1e402bb2c42a87a8a64,"tic765 - College Crossing C {College Crossing CD, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,10932 Strang Line Road Lenexa KS 66215,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c44c,Insurance Request,69fded2262446148bd8491e3,Tech Electronics of Kansas,69fdf1e402bb2c42a87a8a64,"tic765 - College Crossing C {College Crossing CD, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,10934 Strang Line Road Lenexa KS 66215,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b016,Insurance Request,69fded0c62446148bd848afc,1248 Holdings LLC,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 600 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b017,Insurance Request,69fded0e62446148bd848b92,Arthur J Gallagher Risk Management Services Inc,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 920 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b018,Insurance Request,69fded0e62446148bd848bb6,AXIS Capital / AXIS Reinsurance Company,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1200 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b019,Insurance Request,69fded0f62446148bd848bfb,"Block Real Estate Services, LLC / Block Partners, LLC",69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 700 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b01b,Insurance Request,69fded1562446148bd848db7,Fisher & Phillips LLP,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 910 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b01c,Insurance Request,69fded1562446148bd848de7,"Triad Capital Advisors, Inc. / Gantry, Inc.",69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 810 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b01d,Insurance Request,69fded1762446148bd848e68,Hoefer Welker LLC,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1400 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b01f,Insurance Request,69fded1c62446148bd84902d,"Ocean Prime / OPKC, LLC",69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 300 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b021,Insurance Request,69fded1d62446148bd849066,Paycom Payroll LLC,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 820 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b020,Insurance Request,69fded1d62446148bd849060,Parris Communications,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 900 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b022,Insurance Request,69fded1e62446148bd8490cf,Pulse Design Group,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1050 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b023,Insurance Request,69fded1f62446148bd84911a,RSM US LLP,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1100 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b024,Insurance Request,69fded2162446148bd8491b9,Stifel Nicolaus & Company Inc,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1210 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7a362446148bd85b025,Insurance Request,69fded2362446148bd84924f,UBS Financial Services Inc,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 800 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",6a186073907a70f1cb1586ed,Insurance Request,69fded1e62446148bd8490cf,Pulse Design Group,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 930 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",6a1860b1907a70f1cb158721,Insurance Request,69fded1f62446148bd84911a,RSM US LLP,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1000 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",6a186116907a70f1cb158832,Insurance Request,6a186100b517ae25a87b054a,CrossFirst Bank,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 100 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",6a186116907a70f1cb158833,Insurance Request,6a186100b517ae25a87b054a,CrossFirst Bank,69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1500 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",6a186157dbcac4598a698988,Insurance Request,6a18614617ab90e8a02de8cb,"Prime Social / OPKC, LLC",69fdf15ebf1df2fe9692af51,"tic001 - 46 Penn Centre {46 PC Investors, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4622 Pennsylvania Avenue Suite 1600 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587fa,Insurance Request,69fded0c62446148bd848aff,"1-800-Pack Rat, LLC",69fdf0b9bf1df2fe9692782f,"pas771 - Paseo Industrial - 1307 Vernon {Paseo Industrial, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,1307-C Vernon Street North Kansas City MO 64116,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587e4,Insurance Request,69fded0c62446148bd848b05,"Big Biscuit / 27 Biscuits, LLC",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4039-B Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587e5,Insurance Request,69fded0e62446148bd848ba7,"Athletico Physical Therapy / Athletico Management, LLC",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4029 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587e6,Insurance Request,69fded1162446148bd848cbb,"Cosentino, Group, Inc. / Associated Wholesale Grocers, Inc.",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4001 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587e7,Insurance Request,69fded1662446148bd848e08,GNC (Store #581-02),69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4025 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587e8,Insurance Request,69fded1762446148bd848e8c,Great Clips / Iris Corporation,69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4021 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587e9,Insurance Request,69fded1b62446148bd848fca,"Wingstop / Missouri Wings XIV, LLC",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4039-A Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587ea,Insurance Request,69fded1c62446148bd848fe2,"National Vision, Inc",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4027 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587eb,Insurance Request,69fded1c62446148bd848ffd,"New Cingular Wireless PCS, LLC",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4015 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf78062446148bd8587ec,Insurance Request,69fded2062446148bd84915c,Sherwin Williams-SW 07526,69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4011 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",6a1885cd4d859309ccfacac8,Insurance Request,69fded0e62446148bd848ba7,"Athletico Physical Therapy / Athletico Management, LLC",69fdf0a60bb484cab513d2da,"mil708 - Mill Street Station {Mill Street Station, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,4037 Mill Street Kansas City MO 64111,,2026-07-12
"Block Real Estate Services, LLC",69fdf7c762446148bd85d87b,Insurance Request,69fded0c62446148bd848b08,"Ray's Donuts & Deli / 6tinos, LLC",69fdf21f19e1eeeaeb9ada59,"viv080 - Vivion Road Shopping Center {Vivion Road Development Company, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,315 NE Vivion Road Kansas City MO 64118,,2026-07-12
"Block Real Estate Services, LLC",69fdf7c762446148bd85d87c,Insurance Request,69fded0f62446148bd848bec,Sarpino's / BHPS Restaurant Group LLC,69fdf21f19e1eeeaeb9ada59,"viv080 - Vivion Road Shopping Center {Vivion Road Development Company, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,311 NE Vivion Road Kansas City MO 64118,,2026-07-12
"Block Real Estate Services, LLC",69fdf7c762446148bd85d87d,Insurance Request,69fded0f62446148bd848c13,"Celebrate Dental & Braces / Brave, LLC",69fdf21f19e1eeeaeb9ada59,"viv080 - Vivion Road Shopping Center {Vivion Road Development Company, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,319 NE Vivion Road Kansas City MO 64118,,2026-07-12
"Block Real Estate Services, LLC",69fdf7c762446148bd85d880,Insurance Request,69fded1f62446148bd8490f3,Rent-A-Center #1724,69fdf21f19e1eeeaeb9ada59,"viv080 - Vivion Road Shopping Center {Vivion Road Development Company, LLC}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,307 NE Vivion Road Kansas City MO 64118,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c436,Insurance Request,69fded0c62446148bd848b0b,717 Office Group LLC,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 705 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c437,Insurance Request,69fded0e62446148bd848bb3,Axiom Strategies LLC,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W.  47th Street Suite 200 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c438,Insurance Request,69fded0f62446148bd848c07,"BMO Harris Commercial Banking / BMO Harris Bank, NA",69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 101 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c439,Insurance Request,69fded1062446148bd848c6a,Cherish The Furs LLC,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 634 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c43a,Insurance Request,69fded1162446148bd848c91,CMA / Colarelli Meyer & Associates,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 716 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c43b,Insurance Request,69fded1262446148bd848cdf,"D.A. Davidson, Inc. / DA Davidson & Co.",69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 512 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c43c,Insurance Request,69fded1362446148bd848d2d,"Perry Plaza Dental / Dr. Darren Perry, DDS",69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"800 W. 47th Street Suites 502, 515 Kansas City MO 64112",,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c43d,Insurance Request,69fded1362446148bd848d4b,Edward D Jones & Co LP,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 711 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c43e,Insurance Request,69fded1562446148bd848df0,Gateway Spine & Joint LLC,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 100 Kansas City MO 64112,,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c43f,Insurance Request,69fded1762446148bd848e5c,"Heritage First, Inc.",69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,"800 W. 47th Street Suites 702, 709 Kansas City MO 64112",,2026-07-12
"Block Real Estate Services, LLC",69fdf7b562446148bd85c440,Insurance Request,69fded1862446148bd848ebc,Juro International Systems Inc,69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",69d409bbfb47f64eb00fe8a5,Spaces,custom-fields,800 W. 47th Street Suite 701 Kansas City MO 64112,,2026-07-12
