client,id,name,type,type_id,status,primary_email,primary_contact_name,all_emails,website,additional_notes,address_raw,address_line1,address_city,address_region,address_country,address_postal,documents_count,non_responsive_since,last_message_sent,external_codes,automations_enabled,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",69fded0c62446148bd848b29,Advanced Pharmaceuticals LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,8071 Flint Street,Lenexa,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0c62446148bd848b2c,Advanced Turf Solutions Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,12955 Ford Drive,Fishers,Indiana,United States,46038,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-11,2026-06-13
"Block Real Estate Services, LLC",69fded0c62446148bd848b2f,"Daymon / Advantage Sales & Marketing, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0c62446148bd848b32,Advocate Construction Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,827 North Avenue,Glendale Heights,Illinois,United States,60139,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b35,"Aircraft Electrical / AEE-EMF, Inc.",Party,69bc0d686bc195aa02a7e372,active,,,,,,,102 Northwest Business Park Lane,Riverside,Missouri,United States,64150,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b3b,Agape Montessori School/Pulliam Properties LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,16551 West 129th Street,Olathe,Kansas,United States,66062,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b3e,AgForce Transport Services / Consolidated Grain and Barge Co.,Party,69bc0d686bc195aa02a7e372,active,,,,,,,5101 College Boulevard,Leawood,Kansas,United States,66211,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-08,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b41,AGI SureTrack LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,8040 Bond Street,Overland Park,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b44,All Access Garage Doors,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,Platte City,Missouri,United States,64079,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b47,All Copy Products Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,1635 West 13th Avenue,Denver,Colorado,United States,80204,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b4a,Allergy & Asthma Care,Party,69bc0d686bc195aa02a7e372,active,,,,,,,10787 Nall Avenue,Overland Park,Kansas,United States,66211,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b4d,Allstate Insurance,Party,69bc0d686bc195aa02a7e372,active,,,,,,,12755 South Mur-Len Road,Olathe,Kansas,United States,66062,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b50,Allure Hair Studio / Alisha N. Bauer,Party,69bc0d686bc195aa02a7e372,active,,,,,,,18005 East 30th Terrace Court South,Independence,Missouri,United States,64057,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b53,"Altium Healthcare, Inc (fka Tri State Distribution)",Party,69bc0d686bc195aa02a7e372,active,,,,,,,,Spencer,Tennessee,United States,38585,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b56,"Amazon / Amazon.com Services, LLC (MCI5)",Party,69bc0d686bc195aa02a7e372,active,,,,,,,410 Terry Avenue North,Seattle,Washington,United States,98109,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b59,"Hamilton Plumbing / Roger The Plumber / American Residential Services, LLC (ARS)",Party,69bc0d686bc195aa02a7e372,active,,,,,,,965 Ridge Lake Boulevard,Memphis,Tennessee,United States,38120,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b5c,"Earth Brands, Inc. subtenant of  American West Worldwide Express, Inc. / Renew",Party,69bc0d686bc195aa02a7e372,active,,,,,,,51 Zaca Lane,San Luis Obispo,California,United States,93401,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b5f,"Ameriprise Financial / Ameriprise Holdings, Inc.",Party,69bc0d686bc195aa02a7e372,active,,,,,,,,Minneapolis,Minnesota,United States,55485,,,,,,2026-05-08,2026-05-28,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b62,"AMSCO Supply / Flegler Investment Co., Inc.",Party,69bc0d686bc195aa02a7e372,active,,,,,,,2021 South Lewis Avenue,Tulsa,Oklahoma,United States,74104,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-11,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b65,Amsted Rail Company Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,10902 Strang Line Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b68,AN Cubed Marketing LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,,2026-05-08,2026-05-08,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b6b,Anixter Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,167 North Green Street,Chicago,Illinois,United States,60607,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b6e,Puppy Love Grooming / Anntippia Young,Party,69bc0d686bc195aa02a7e372,active,,,,,,,1454 Southwest Eagles Parkway,Grain Valley,Missouri,United States,64029,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b71,Anthony's Barber Shop / Anthony Vasquez,Party,69bc0d686bc195aa02a7e372,active,,,,,,,1312 East North Avenue,Belton,Missouri,United States,64012,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b74,LaborMax Staffing / Anytime Labor - KC Metro,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,Kearney,Missouri,United States,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b77,"Apex Products, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,8333 Melrose Drive,Lenexa,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0d62446148bd848b7a,"ApexSite Cleaning, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,8542 Grandview Avenue,Overland Park,Kansas,United States,66212,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b7d,"APLOS, Inc.",Party,69bc0d686bc195aa02a7e372,active,,,,,,,1042 Catalonia Avenue,Coral Gables,Florida,United States,33134,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b80,"Applebee's Bar & Grill / Apple Central, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,170 Mason Street,Greenwich,Connecticut,United States,06830,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b83,Applied Industrial Technologies Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,Cleveland,Ohio,United States,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b86,ARC Physical Therapy Plus,Party,69bc0d686bc195aa02a7e372,active,,,,,,,1300 West Sam Houston Parkway South,Houston,Texas,United States,77042,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b89,Archway Technology LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,,2026-05-08,2026-05-08,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b8c,ARJ Infusion Services,Party,69bc0d686bc195aa02a7e372,active,,,,,,,7930 Marshall Drive,Lenexa,Kansas,United States,66214,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b8f,Arrowhead Forensics,Party,69bc0d686bc195aa02a7e372,active,,,,,,,11006 Strang Line Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b92,Arthur J Gallagher Risk Management Services Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-11,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b95,Ashley Nelson Studios,Party,69bc0d686bc195aa02a7e372,active,,,,,,,7606 West 86th Street,Overland Park,Kansas,United States,66212,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b98,Aspen Properties Group,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-08,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848b9b,Aspire Wealth Management LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,7400 West 130th Street,Overland Park,Kansas,United States,66213,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-10,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848ba1,Asurion LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,648 Grassmere Park,Nashville,Tennessee,United States,37211,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-11,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848ba4,Asurion UBIF,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848ba7,"Athletico Physical Therapy / Athletico Management, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,6055 Primacy Parkway,Memphis,Tennessee,United States,38119,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848baa,Auction Merchandise of KC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,7150 Southeast Rhodus Road,Lawson,Missouri,United States,64062,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bad,Recognition Plus Audio Video Graphics,Party,69bc0d686bc195aa02a7e372,active,,,,,,,17501 East 40th Street,Independence,Missouri,United States,64055,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bb0,AVI-SPL LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bb3,Axiom Strategies LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,800 West 47th Street,Kansas City,Missouri,United States,64112,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bb6,AXIS Capital / AXIS Reinsurance Company,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bb9,"Pet Supplies Plus / B&B Pet Products, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,770 West Bedford Euless Road,Hurst,Texas,United States,76053,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-11,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bbc,Bachelor Controls Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,123 North Washington Street,Sabetha,Kansas,United States,66534,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bbf,Baking With A Bass / Kayla Bass,Party,69bc0d686bc195aa02a7e372,active,,,,,,,1428 Southwest Eagles Parkway,Grain Valley,Missouri,United States,64029,,,,,69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bc2,Bank of America,Party,69bc0d686bc195aa02a7e372,active,,,,,,,525 North Tryon Street,Charlotte,North Carolina,United States,28202,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0e62446148bd848bc5,Bankers Life and Casualty Company,Party,69bc0d686bc195aa02a7e372,active,,,,,,,111 East Wacker Drive,Chicago,Illinois,United States,60601,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bcb,"Banner Logistics, Inc",Party,69bc0d686bc195aa02a7e372,active,,,,,,,1600 Vernon Street,North Kansas City,Missouri,United States,64116,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bce,"Saturday Morning Bazaar / Bazaar Collectibles, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,8600 East 55th Street,Kansas City,Missouri,United States,64129,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-08,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bd4,Costa Vida Fresh Mexican Grill / BB Magical Fruit,Party,69bc0d686bc195aa02a7e372,active,,,,,,,SE M 291 Hwy,Lee's Summit,Missouri,United States,64082,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bd7,BDM Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,246 Northwest Plaza Drive,Riverside,Missouri,United States,64150,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bda,Bella's Italian Restaurant Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,617 Southeast Battery Drive,Lee's Summit,Missouri,United States,64063,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bdd,"Pepper Jax Grill / Belton North Cass, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848be0,Beltone Hearing Aid Center,Party,69bc0d686bc195aa02a7e372,active,,,,,,,1415 West Highway 50,O'Fallon,Illinois,United States,62269,,,,,69bc0d686bc195aa02a7e3ac; 69bc0d686bc195aa02a7e3ae,2026-05-08,2026-06-11,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848be3,"Best Wash Laundromats / Best Wash Holdings, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,3600 North Lindbergh Boulevard,Saint Ann,Missouri,United States,63074,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bec,Sarpino's / BHPS Restaurant Group LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bef,"CEVA Animal Health, LLC / Bioimmune Company",Party,69bc0d686bc195aa02a7e372,active,,,,,,,8735 Rosehill Road,Lenexa,Kansas,United States,66215,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bf2,Bird Dog Shaved Ice (Vacant but still leasing),Party,69bc0d686bc195aa02a7e372,active,,,,,,,1400 Southwest Eagles Parkway,Grain Valley,Missouri,United States,64029,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bf8,Block Multi-Family Group,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848bfb,"Block Real Estate Services, LLC / Block Partners, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c01,BluSky Restoration Contractors LLC,Party,69bc0d686bc195aa02a7e372,active,,,,,,,,,,,,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c04,"BluSky Salon Suites, Inc.",Party,69bc0d686bc195aa02a7e372,active,,,,,,,29621 Ashmore Way,Spring Hill,Kansas,United States,66083,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c07,"BMO Harris Commercial Banking / BMO Harris Bank, NA",Party,69bc0d686bc195aa02a7e372,active,,,,,,,111 West Monroe Street,Chicago,Illinois,United States,60603,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c0a,"AKKA Karate USA / BMS Fitnes Solutions, Inc. (AKKA Olathe Martial Arts)",Party,69bc0d686bc195aa02a7e372,active,,,,,,,15601 West 125th Terrace,Olathe,Kansas,United States,66062,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c0d,Bode Cellmark Forensics Inc,Party,69bc0d686bc195aa02a7e372,active,,,,,,,10430 Furnace Road,Lorton,Virginia,United States,22079,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c10,"Sono Bello / Body Contour Centers, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,980 North Michigan Avenue,Chicago,Illinois,United States,60611,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
"Block Real Estate Services, LLC",69fded0f62446148bd848c13,"Celebrate Dental & Braces / Brave, LLC",Party,69bc0d686bc195aa02a7e372,active,,,,,,,319 Northeast Vivion Road,Kansas City,Missouri,United States,64118,,,,,69bc0d686bc195aa02a7e3ae; 69bc0d686bc195aa02a7e3ac,2026-05-08,2026-06-12,2026-06-13
