client,insured_id,insured_name,legal_name,primary_contact_email,primary_contact_name,compliance_status,verification_status,next_expiration,active,paused,country,city,state,sync_date,sync_timestamp
A G Equipment Company,0f0a11c2-f672-4e7b-a7e6-59d85dfafea1,CAMFIL USA INC,,camfilusainc2@internalemail.com,,COMPLIANT,COMPLETE,2027-05-01,true,false,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f1359e8-50f1-4b1b-8287-60b1cc57d086,WOLF CRANE AND MACHINE LLC,,xxx27@noemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,true,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f270b19-251f-488b-83d2-a26e5210cb7d,"C4 INDUSTRIAL, INC.",,xxsherri@c4industrial.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,true,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f6989df-ff43-43d2-ae52-6fe9c8f5ef89,CATALYTIC COMBUSTION CORP,,catalyticcombustioncorp@noemail.com,,NEW,COMPLETE,,false,false,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f6bc874-917a-48a9-b681-42f8338b8f3a,"B & V SPECIALIZED, INC",,xxx@bandvspecialized.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,2021-01-01,false,true,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f724fdb-2d98-4c5b-9763-859354aeeac6,"WAGNER PLATE WORKS, LLC",,agnoemail55@noemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,true,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f72f39f-7769-4c09-9adb-d5cb6d4ac43f,SECURITY SPECIALIZED TRANS,,xxx43@noemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,true,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0f9a9b9d-7f0c-4a30-91a3-2fcd0d704564,SOUTHWEST STAINLESS AND ALLOY,,southweststainlessandalloy@internalemail.com,,NEW,COMPLETE,,false,false,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0fb3ee65-2ec8-4bfa-a90d-5e97c40516f2,EXLINE INC,,xxar@exline-inc.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,true,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,0fdf5442-d44a-45a2-a0a1-42e33d31324a,"QUALITY PETROLEUM, INC",,internalemail@noemail.com,,NEW,COMPLETE,,false,false,,,,05/08/2026,05/08/2026 12:26:06
A G Equipment Company,1033c21e-f57d-473c-824c-5ae76f7cae69,SPEARS MANUFACTURING COMPANY,,spearsmanufacturingcompany@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,,,,05/08/2026,05/08/2026 12:26:06
