client,id,display_name,requirement,cred_name,country,state,county_or_region,city,issuing_authority,sync_date,sync_timestamp
A G Equipment Company,89384c02-4523-41eb-8ea8-6dc029c078de,"United States, Delaware - Delaware Board of Cosmetology and Barbering - Master Barber License",BARBER_OR_HAIR_DESIGN,Master Barber License,United States,Delaware,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,fb32012e-2d88-4943-b310-69cf99e2ebeb,"United States, Hawaii - Hawaii Board of Barbering and Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Hawaii,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,f2121008-44cb-4243-9a91-f09b7c9fb675,"United States, Idaho - Idaho Barber and Cosmetology Services Licensing Board - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Idaho,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,51a18a60-ac2a-4900-8ede-15c7341eab72,"United States, Idaho - Idaho Barber and Cosmetology Services Licensing Board - Barber Stylist License",BARBER_OR_HAIR_DESIGN,Barber Stylist License,United States,Idaho,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,74091d06-10c8-4eb4-a8e7-812a11b595da,"United States, Illinois - Illinois Department of Financial & Professional Regulation - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Illinois,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0400bfca-f10d-40d3-8d7a-d2d3661fc80c,"United States, Illinois - Illinois Department of Financial & Professional Regulation - Nail Technician License - DEPRECATED",BARBER_OR_HAIR_DESIGN,Nail Technician License - DEPRECATED,United States,Illinois,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7fb22580-0723-45b6-a584-0e1b093c44f4,"United States, Indiana - Indiana State Board of Cosmetology and Barber Examiners - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Indiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7dd0a0f0-04fb-4db1-a0da-da6bed3a4383,"United States, Louisiana - Louisiana Board of Cosmetology - Alternative Hair Design Special Permit",BARBER_OR_HAIR_DESIGN,Alternative Hair Design Special Permit,United States,Louisiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,46a9e521-3ebe-4d3b-9609-6c170d956ba6,"United States, Maine - Maine Office of Professional and Occupational Regulation: Barbering and Cosmetology Licensing - Barber Hairstylist License",BARBER_OR_HAIR_DESIGN,Barber Hairstylist License,United States,Maine,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,3f904243-cf60-4b8c-8e64-04ef403b3182,"United States, Maine - Maine Office of Professional and Occupational Regulation: Barbering and Cosmetology Licensing - Hair Design License",BARBER_OR_HAIR_DESIGN,Hair Design License,United States,Maine,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,abd3b475-5544-4556-aa39-373f797dab61,"United States, Maryland - Maryland Board of Cosmetologists - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,c5d31094-4a3e-4b7b-b892-9a584c995573,"United States, Maryland - Maryland Board of Cosmetologists - Barber Stylist License",BARBER_OR_HAIR_DESIGN,Barber Stylist License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,360dd734-745f-467a-9adf-bbcea9144415,"United States, Maryland - Maryland Board of Cosmetologists - Limited Hairstylist License",BARBER_OR_HAIR_DESIGN,Limited Hairstylist License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a90d2454-f5fb-4ba7-9b9f-b8cdcaea271a,"United States, Maryland - Maryland Board of Cosmetologists - Master Barber License",BARBER_OR_HAIR_DESIGN,Master Barber License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,f6642de5-b454-414a-be73-86e7d8e3ea04,"United States, Maryland - Maryland Board of Cosmetologists - Mobile Barbershop License",BARBER_OR_HAIR_DESIGN,Mobile Barbershop License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,cfb49be3-8433-474c-85e2-2093eeb6e86c,"United States, Massachusetts - Massachusetts Board of Registration of Cosmetology and Barbering - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Massachusetts,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e4681360-7a9c-4276-a5a5-62ccfd360846,"United States, Michigan - Michigan Department of Licensing and Regulatory Affairs: Cosmetology - Natural Hair Cultivation License",BARBER_OR_HAIR_DESIGN,Natural Hair Cultivation License,United States,Michigan,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,6f04896f-5cfd-40cf-8840-d43fb7138784,"United States, Minnesota - Minnesota Board of Cosmetology - Hair Technician License",BARBER_OR_HAIR_DESIGN,Hair Technician License,United States,Minnesota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,65bdb27a-6aa8-46fe-b432-6453088252b4,"United States, Missouri - Missouri Board of Cosmetology and Barber Examiners - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Missouri,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,14d60a31-23de-4bc3-8b34-5215aa76adab,"United States, Missouri - Missouri Board of Cosmetology and Barber Examiners - Hairdresser License",BARBER_OR_HAIR_DESIGN,Hairdresser License,United States,Missouri,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,097b9a6f-b378-4584-a99c-909b82ce3a36,"United States, Missouri - Missouri Board of Cosmetology and Barber Examiners - Hairdressing and Manicuring License",BARBER_OR_HAIR_DESIGN,Hairdressing and Manicuring License,United States,Missouri,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4581a48d-37d0-4b85-b04e-fd19df241f33,"United States, Montana - Montana Board of Barbers and Cosmetologists - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Montana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,9e1de764-b0ba-4b74-b693-285144f6c113,"United States, Montana - Montana Board of Barbers and Cosmetologists - Barber Nonchemical License",BARBER_OR_HAIR_DESIGN,Barber Nonchemical License,United States,Montana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,bb493524-f026-4634-8a45-9fecb67c2936,"United States, Nebraska - Nebraska Department of Health and Human Services: Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Nebraska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,186321b8-4aa1-4487-acdb-78aa54b61638,"United States, Nebraska - Nebraska Department of Health and Human Services: Cosmetology - Mobile Barbershop License",BARBER_OR_HAIR_DESIGN,Mobile Barbershop License,United States,Nebraska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,5eec1c7f-181c-4174-89f9-db16c3037fe4,"United States, Nevada - Nevada State Board of Cosmetology - Hair Braider License",BARBER_OR_HAIR_DESIGN,Hair Braider License,United States,Nevada,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0101c7fd-c55f-4f0b-bb93-53f0588ff043,"United States, Nevada - Nevada State Board of Cosmetology - Hair Designer License",BARBER_OR_HAIR_DESIGN,Hair Designer License,United States,Nevada,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,de726e76-d4fb-4110-a8db-c122e0d270ba,"United States, New Hampshire - New Hampshire Board of Barbering, Cosmetology, and Esthetics - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,New Hampshire,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,9629fe2e-3dc3-4045-99f4-94c894b43181,"United States, New Hampshire - New Hampshire Board of Barbering, Cosmetology, and Esthetics - Master Barber License",BARBER_OR_HAIR_DESIGN,Master Barber License,United States,New Hampshire,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,c11089dc-0c52-4fc2-acea-9f1fa6d8960f,"United States, New Hampshire - New Hampshire Board of Barbering, Cosmetology, and Esthetics - Mobile Barbershop License",BARBER_OR_HAIR_DESIGN,Mobile Barbershop License,United States,New Hampshire,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ca0676e5-634d-4608-acf8-ba9914de22ba,"United States, New Jersey - New Jersey State Board of Cosmetology and Hairstyling - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,New Jersey,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a343abc0-cd9b-4f39-babf-5ccba12441e6,"United States, New Jersey - New Jersey State Board of Cosmetology and Hairstyling - Cosmetologist-Hairstylist License",BARBER_OR_HAIR_DESIGN,Cosmetologist-Hairstylist License,United States,New Jersey,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a35ccf70-bf95-496f-9ac6-6c7c377eeb1e,"United States, New Jersey - New Jersey State Board of Cosmetology and Hairstyling - Hair Braiding Specialist License",BARBER_OR_HAIR_DESIGN,Hair Braiding Specialist License,United States,New Jersey,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0d1fda10-938b-4b9b-bc14-bcaf582dfde2,"United States, New York - New York State Department of State: Division of Licensing Services - Natural Hair Styling License",BARBER_OR_HAIR_DESIGN,Natural Hair Styling License,United States,New York,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,d55fc49a-46df-4a13-8cc2-ada1569540f5,"United States, North Carolina - North Carolina Board of Cosmetic Art Examiners - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,North Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4587c14e-398f-4e80-94be-6c0cd008a022,"United States, North Carolina - North Carolina Board of Cosmetic Art Examiners - Mobile Barbershop Permit",BARBER_OR_HAIR_DESIGN,Mobile Barbershop Permit,United States,North Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8d99b88b-bfcc-4c70-ad58-2cc353e9128d,"United States, Ohio - Ohio State Cosmetology and Barber Board - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Ohio,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a474d549-7ccc-4141-ab58-ca799f1fff87,"United States, Ohio - Ohio State Cosmetology and Barber Board - Hair Braiding License",BARBER_OR_HAIR_DESIGN,Hair Braiding License,United States,Ohio,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8e0d77a5-b727-49ca-8709-93c9acf2892f,"United States, Ohio - Ohio State Cosmetology and Barber Board - Hair Design",BARBER_OR_HAIR_DESIGN,Hair Design,United States,Ohio,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4ac8f4d1-4609-4017-87ce-ea2c513b159c,"United States, Oklahoma - Oklahoma State Board of Cosmetology and Barbering - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Oklahoma,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,bc584729-36fb-4205-b23f-ff0d38ba0558,"United States, Oklahoma - Oklahoma State Board of Cosmetology and Barbering - Hairbraiding Technician Certification",BARBER_OR_HAIR_DESIGN,Hairbraiding Technician Certification,United States,Oklahoma,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,60348374-ec38-4bab-8616-97c269a30f2e,"United States, Oregon - Oregon Health Licensing Office: Board of Cosmetology - Barber Certificate",BARBER_OR_HAIR_DESIGN,Barber Certificate,United States,Oregon,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,f5c90ef9-1ea5-4393-86cc-271425b4d8ea,"United States, Oregon - Oregon Health Licensing Office: Board of Cosmetology - Hair Design Certificate/Freelance Authorization",BARBER_OR_HAIR_DESIGN,Hair Design Certificate/Freelance Authorization,United States,Oregon,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4603cef2-3245-478f-8340-78051d256c3d,"United States, Oregon - Oregon Health Licensing Office: Board of Cosmetology - Natural Hair Care Certificate/Freelance Authorization",BARBER_OR_HAIR_DESIGN,Natural Hair Care Certificate/Freelance Authorization,United States,Oregon,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e0edb9a3-675d-4f1c-b007-689b3898c65a,"United States, Pennsylvania - Pennsylvania State Board of Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Pennsylvania,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a81183ca-e723-4185-bae3-b5949f25c1b9,"United States, Pennsylvania - Pennsylvania State Board of Cosmetology - Natural Hair Braider License",BARBER_OR_HAIR_DESIGN,Natural Hair Braider License,United States,Pennsylvania,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0d53ee17-7bca-4dde-a433-943a35eaa381,"United States, South Carolina - South Carolina Board of Barber Examiners - Barber Certificate of Registration",BARBER_OR_HAIR_DESIGN,Barber Certificate of Registration,United States,South Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4d761f95-83f3-4a75-837e-3cf27bf9730c,"United States, South Carolina - South Carolina Board of Barber Examiners - Master Haircare Specialist Certificate of Registration",BARBER_OR_HAIR_DESIGN,Master Haircare Specialist Certificate of Registration,United States,South Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,c736aabd-b7e3-49de-96b7-e5c3800a082a,"United States, South Carolina - South Carolina Board of Barber Examiners - Mobile Barbershop License",BARBER_OR_HAIR_DESIGN,Mobile Barbershop License,United States,South Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7b7c5069-dd29-4674-8d51-2c4f265f7558,"United States, South Carolina - South Carolina Board of Barber Examiners - On-Site: Portable Barber Operation Permit",BARBER_OR_HAIR_DESIGN,On-Site: Portable Barber Operation Permit,United States,South Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,38491048-4dd4-4f34-a69e-84656be80b6a,"United States, Tennessee - Tennessee Board of Cosmetology and Barber Examiners - Barber Tecnician License/Certificate",BARBER_OR_HAIR_DESIGN,Barber Tecnician License/Certificate,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e8946311-3496-4dd4-9bfc-131ac06471d5,"United States, Tennessee - Tennessee Board of Cosmetology and Barber Examiners - Hair Braider Registration",BARBER_OR_HAIR_DESIGN,Hair Braider Registration,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,07a57d14-9f8d-4648-a505-c1aeaeff7368,"United States, Tennessee - Tennessee Board of Cosmetology and Barber Examiners - Master Barber License",BARBER_OR_HAIR_DESIGN,Master Barber License,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,14194302-2e52-4d43-b6c7-9c69e53da6a4,"United States, Tennessee - Tennessee Board of Cosmetology and Barber Examiners - Natural Hair Stylist License/Certificate",BARBER_OR_HAIR_DESIGN,Natural Hair Stylist License/Certificate,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,18f4bd84-1e00-4acb-bb58-0c2b64794594,"United States, Tennessee - Tennessee Board of Cosmetology and Barber Examiners - On-Site: Residential Barber Certificate/License",BARBER_OR_HAIR_DESIGN,On-Site: Residential Barber Certificate/License,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,f4bab74b-062c-4f88-bfbc-00eca998c31b,"United States, Texas - Texas Department of Licensing and Regulation: Barbering and Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Texas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,39c89590-45d6-4ce4-af5e-37b8c366b443,"United States, Texas - Texas Department of Licensing and Regulation: Barbering and Cosmetology - Hair Weaving Specialist License",BARBER_OR_HAIR_DESIGN,Hair Weaving Specialist License,United States,Texas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,05bd5622-3fb1-452b-9eb5-6c15b6df97b1,"United States, Utah - Utah Division of Occupational and Professional Licensing: Barbering and Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Utah,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,3b4093a0-211c-45a3-b015-d672fe43c651,"United States, Utah - Utah Division of Occupational and Professional Licensing: Barbering and Cosmetology - Cosmetologist/Barber License",BARBER_OR_HAIR_DESIGN,Cosmetologist/Barber License,United States,Utah,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,654d1ae1-9cde-419b-89a1-b39be54ac875,"United States, Utah - Utah Division of Occupational and Professional Licensing: Barbering and Cosmetology - Hair Design License",BARBER_OR_HAIR_DESIGN,Hair Design License,United States,Utah,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ac8aafcc-2c13-4e69-a9b4-b574cd6d1cac,"United States, Vermont - Vermont Board of Barbers and Cosmetologists - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Vermont,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,2c279397-b7f0-47f8-80e8-5737b94a1b39,"United States, Virginia - Virginia Board for Barbers and Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Virginia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,2e67f1fb-ac07-4c09-930f-b8e313d31a8e,"United States, Washington - Washington State Department of Licensing: Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Washington,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,c7c183ed-6053-4f39-9556-62abb288ff62,"United States, Washington - Washington State Department of Licensing: Cosmetology - Hair Designer License",BARBER_OR_HAIR_DESIGN,Hair Designer License,United States,Washington,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,274e4467-d8e2-4c37-9650-66f83d03a12c,"United States, Wisconsin - Wisconsin Department of Safety and Professional Services: Barbering and Cosmetology Examining Board - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Wisconsin,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e2d35331-ab45-461b-bc8d-6ae336e05a41,"United States, Wyoming - Wyoming Board of Cosmetology - Barber License",BARBER_OR_HAIR_DESIGN,Barber License,United States,Wyoming,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ce0b1f5a-5e3b-415b-b528-279e69345569,"United States, Alabama - Alabama Board of Cosmetology and Barbering - Cosmetology License",COSMETOLOGIST,Cosmetology License,United States,Alabama,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,18ae11c3-5697-4bd8-b8ae-816d5d558dc8,"United States, Alabama - Alabama Board of Cosmetology and Barbering - Mobile Salon License",COSMETOLOGIST,Mobile Salon License,United States,Alabama,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,3c792e98-e06e-4977-b4d0-6470021d0091,"United States, Alaska - Alaska Board of Barbers and Hairdressers - Mobile Unit Shop Owner License",COSMETOLOGIST,Mobile Unit Shop Owner License,United States,Alaska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ffcff828-a929-462b-a4ce-99dfc8185540,"United States, Arizona - Arizona State Board of Cosmetology - Cosmetology License",COSMETOLOGIST,Cosmetology License,United States,Arizona,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8b898a26-c1af-40e9-9876-65fab6c2a4e6,"United States, Arizona - Arizona State Board of Cosmetology - Eyelash Technician Registration",COSMETOLOGIST,Eyelash Technician Registration,United States,Arizona,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,5d400168-5776-4358-9aba-eb60c92981f8,"United States, Arizona - Arizona State Board of Cosmetology - Mobile Unit/Mobile Salon License",COSMETOLOGIST,Mobile Unit/Mobile Salon License,United States,Arizona,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,9660fa1c-0bc9-449c-8f37-b8131bb6ca27,"United States, California - California Board of Barbering and Cosmetology - Cosmetologist License",COSMETOLOGIST,Cosmetologist License,United States,California,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,16434df6-170f-440f-b694-2e21e9f22c01,"United States, California - California Board of Barbering and Cosmetology - Mobile Unit License",COSMETOLOGIST,Mobile Unit License,United States,California,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,543e4191-47d3-4a44-be18-e70bc2c29d78,"United States, California - California Board of Barbering and Cosmetology - On-Site: Personal Service Permit",COSMETOLOGIST,On-Site: Personal Service Permit,United States,California,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e5952131-0ff0-4ac5-87d3-7224a18632d5,"United States, Colorado - Colorado Office of Barber and Cosmetology Licensure - Cosmetologist License",COSMETOLOGIST,Cosmetologist License,United States,Colorado,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,b081b809-63c0-44a9-a8e6-cc1d460a86c5,"United States, Colorado - Colorado Office of Barber and Cosmetology Licensure - Mobile Facility / Business Registration",COSMETOLOGIST,Mobile Facility / Business Registration,United States,Colorado,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,de7a7ae6-a714-4429-bc3d-b745251586ef,"United States, Delaware - Delaware Board of Cosmetology and Barbering - Cosmetologist License",COSMETOLOGIST,Cosmetologist License,United States,Delaware,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,11e6b093-a2dc-4590-b9aa-43a32abf7401,"United States, Delaware - Delaware Board of Cosmetology and Barbering - Mobile Shop or Salon License",COSMETOLOGIST,Mobile Shop or Salon License,United States,Delaware,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,37622e01-8bc6-451b-bc76-f739b6c81a5b,"United States, Florida - Florida Department of Business and Professional Regulation: Board of Cosmetology - Cosmetology License",COSMETOLOGIST,Cosmetology License,United States,Florida,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8369775e-4882-4bb5-99f1-d72e6a75c5e5,"United States, Florida - Florida Department of Business and Professional Regulation: Board of Cosmetology - Facial Specialist Registration",COSMETOLOGIST,Facial Specialist Registration,United States,Florida,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,72e599e8-8164-459a-aa42-f1f68cd40cbe,"United States, Florida - Florida Department of Business and Professional Regulation: Board of Cosmetology - Full Specialist Registration",COSMETOLOGIST,Full Specialist Registration,United States,Florida,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,571fe0c1-5e40-4fcb-879a-1b7e8059e863,"United States, Florida - Florida Department of Business and Professional Regulation: Board of Cosmetology - Mobile Cosmetology Salon License",COSMETOLOGIST,Mobile Cosmetology Salon License,United States,Florida,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,f4c32946-ebd3-49b2-b41d-7024d284df75,"United States, Hawaii - Hawaii Board of Barbering and Cosmetology - Beauty Operator License",COSMETOLOGIST,Beauty Operator License,United States,Hawaii,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,039e76c5-5245-4c76-b7f6-38f0529985a8,"United States, Idaho - Idaho Barber and Cosmetology Services Licensing Board - Cosmetologist License",COSMETOLOGIST,Cosmetologist License,United States,Idaho,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,3a243a3d-1d80-4e3d-b63b-7b35148a165b,"United States, Illinois - Illinois Department of Financial and Professional Regulation: Cosmetology - Cosmetology License",COSMETOLOGIST,Cosmetology License,United States,Illinois,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ce54c467-c8ae-42ad-924a-acfb3d4420be,"United States, Illinois - Illinois Department of Financial and Professional Regulation: Cosmetology - Mobile Salon/Shop Certificate of Registration",COSMETOLOGIST,Mobile Salon/Shop Certificate of Registration,United States,Illinois,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ee2e8324-c962-429d-91d3-1afdccebbbd4,"United States, Indiana - Indiana State Board of Cosmetology and Barber Examiners - Cosmetologist License",COSMETOLOGIST,Cosmetologist License,United States,Indiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,dc40f286-c7fa-491f-915e-9b7d91e101c0,"United States, Indiana - Indiana State Board of Cosmetology and Barber Examiners - Mobile Salon License",COSMETOLOGIST,Mobile Salon License,United States,Indiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8e7468d7-eb41-435f-9f31-fe183480a295,"United States, Kansas - Kansas Board of Cosmetology - Cosmetologist License",COSMETOLOGIST,Cosmetologist License,United States,Kansas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,20f2e264-1b14-4a74-aace-e57e2c3636e9,"United States, Kansas - Kansas Board of Cosmetology - Mobile Cosmetology Profession Establishment License",COSMETOLOGIST,Mobile Cosmetology Profession Establishment License,United States,Kansas,,,,06/01/2026,06/01/2026 12:00:46
